,id,title,description,price,condition,brand,link,mobile_link,gtin,mpn,image_link,google_product_category,availability,availability_date,shipping,tax,online_only,expiration_date,product_type,shipping_weight,excluded_destination,color,gender,age_group,item_group_id,additional_image_link,material,pattern,size,size_type,size_system,sale_price,sale_price_effective_date,adwords_grouping,adwords_labels,adwords_redirect,manufacturer,identifier_exists,multipack,is_bundle,adult,promotion_id,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,shipping_label,shipping_height,shipping_length,shipping_width,unit_pricing_measure,unit_pricing_base_measure,display_ads_similar_id,display_ads_link,display_ads_id,display_ads_title,display_ads_value
219,fp3039~light-pink-duchess-satin,Light Pink The Ball Skirt,Because every woman needs at least one ball skirt in her collection. The Ball is a full maxi skirt featuring a banded waist and an A-line silhouette. It has an invisible zip closure.,199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/dress-the-ball-skirt-1663?color=light-pink-duchess-satin,,,fp3039~light-pink-duchess-satin,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/45159/large/fp3039-ds28-front-crop.jpg?1545960239,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Hourglass,,,Light Pink,female,Adult,fp3039,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,fp3041~black-soft-tulle,Black The Miranda Dress,"Channel your inner ballerina. The Miranda Dress is a partially-lined maxi dress featuring a plunging neckline and backline, a defined waist, and a flowing skirt. It has an invisible zip closure.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/dress-the-miranda-dress-1676?color=black-soft-tulle,,,fp3041~black-soft-tulle,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/45091/large/fp3041-st1-crop.jpg?1545960357,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Hourglass,,,Black,female,Adult,fp3041,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,fp3041~light-nude-soft-tulle,Light Nude The Miranda Dress,"Channel your inner ballerina. The Miranda Dress is a partially-lined maxi dress featuring a plunging neckline and backline, a defined waist, and a flowing skirt. It has an invisible zip closure.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/dress-the-miranda-dress-1676?color=light-nude-soft-tulle,,,fp3041~light-nude-soft-tulle,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/45090/large/fp3041-st17-crop.jpg?1545960350,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Hourglass,,,Light Nude,female,Adult,fp3041,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,fp3041~pale-pink-soft-tulle,Pale Pink The Miranda Dress,"Channel your inner ballerina. The Miranda Dress is a partially-lined maxi dress featuring a plunging neckline and backline, a defined waist, and a flowing skirt. It has an invisible zip closure.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/dress-the-miranda-dress-1676?color=pale-pink-soft-tulle,,,fp3041~pale-pink-soft-tulle,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/45080/large/fp3041-st26-crop.jpg?1545960341,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Hourglass,,,Pale Pink,female,Adult,fp3041,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,fp3042~lemon-heavy-georgette,Lemon The Richmond Two Piece,"It takes two. The Richmond is a two-piece set featuring a simple crop top with button closures at the back, and a full, A-line skirt with a banded waist. It has an invisible zip closure.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/dress-the-richmond-two-piece-1643?color=lemon-heavy-georgette,,,fp3042~lemon-heavy-georgette,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/46959/large/fp3042-hg16-front-crop.jpg?1545960020,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Hourglass,,,Lemon,female,Adult,fp3042,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,fp3042~navy-heavy-georgette,Navy The Richmond Two Piece,"It takes two. The Richmond is a two-piece set featuring a simple crop top with button closures at the back, and a full, A-line skirt with a banded waist. It has an invisible zip closure.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/dress-the-richmond-two-piece-1643?color=navy-heavy-georgette,,,fp3042~navy-heavy-georgette,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/46961/large/fp3042-hg22-front-crop.jpg?1545960026,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Hourglass,,,Navy,female,Adult,fp3042,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,fp3047~lilac-heavy-georgette,Lilac The Maristel Two Piece,"Fitted at the top, floaty on the bottom. The Maristel is a two-piece set featuring a strapless crop top and a full, pleated skirt with a banded waist. Both pieces have invisible zip closures.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/dress-the-maristel-two-piece-1684?color=lilac-heavy-georgette,,,fp3047~lilac-heavy-georgette,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/45399/large/fp3047-hg18-front-crop.jpg?1545960423,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Lilac,female,Adult,fp3047,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,fp3047~red-heavy-georgette,Red The Maristel Two Piece,"Fitted at the top, floaty on the bottom. The Maristel is a two-piece set featuring a strapless crop top and a full, pleated skirt with a banded waist. Both pieces have invisible zip closures.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/dress-the-maristel-two-piece-1684?color=red-heavy-georgette,,,fp3047~red-heavy-georgette,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/45403/large/fp3047-hg30-front-crop.jpg?1545960427,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Red,female,Adult,fp3047,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,FPG1225~101~1030~C63~PT,Soleil Ivory Scoop Neck Flared Dress,"An A-line dress featuring a scoop neck short sleeve top, and a softly flared skirt with back invisible zip.",245.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1225~101~1030~C63~PT,,,FPG1225~101~1030~C63~PT,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49377/large/fame-on-body-images-production_FPG1225_101_1030_C63_PT_489_original.jpg?1554769762,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Soleil Ivory,female,Adult,FPG1225,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,FPG1225~101~1051~C63~MN,Soiree Champagne Scoop Neck Flared Dress,"An A-line dress featuring a scoop neck short sleeve top, and a softly flared skirt with back invisible zip.",235.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1225~101~1051~C63~MN,,,FPG1225~101~1051~C63~MN,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49375/large/fame-on-body-images-production_FPG1225_101_1051_C63_MN_493_original.jpg?1554769765,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Soiree Champagne,female,Adult,FPG1225,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,FPG1226~1003~102~C91~FM,Black Wrap Belt Dress,"An A-line dress featuring a V-neckline gathered under the bust, and a wrap-belted waist with tortoise buckle. It has an invisible zipper closure at the back.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1226~1003~102~C91~FM,,,FPG1226~1003~102~C91~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49291/large/fame-on-body-images-production_FPG1226_1003_102_C91_FM_153_original.jpg?1554769775,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Black,female,Adult,FPG1226,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,FPG1227~101~1046~C35~CM,Monochrome Swirl Dot Tie Top And Skirt Set,"A two piece set featuring a V-neck top with short sleeves and a tie at the waist, and a gathered skirt with pockets. The skirt has an invisible zipper closure at the back.",329.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1227~101~1046~C35~CM,,,FPG1227~101~1046~C35~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49299/large/fame-on-body-images-production_FPG1227_101_1046_C35_CM_158_original.jpg?1554769809,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Monochrome Swirl Dot,female,Adult,FPG1227,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,FPG1227~1027~237~C35~CM,Buttermilk Tie Top And Skirt Set,"A two piece set featuring a V-neck top with short sleeves and a tie at the waist, and a gathered skirt with pockets. The skirt has an invisible zipper closure at the back.",363.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1227~1027~237~C35~CM,,,FPG1227~1027~237~C35~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49301/large/fame-on-body-images-production_FPG1227_1027_237_C35_CM_421_original.jpg?1554769835,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Buttermilk,female,Adult,FPG1227,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,FPG1228~1003~101~C72~MD,Black Pleated Handkerchief Dress,"A loose-fitting dress featuring a scooped back, drop-shoulder cap sleeves and pleated handkerchief hem skirt.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1228~1003~101~C72~MD,,,FPG1228~1003~101~C72~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49297/large/fame-on-body-images-production_FPG1228_1003_101_C72_MD_497_original.jpg?1554769787,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Black,female,Adult,FPG1228,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,FPG1229~101~1055~C46~MN,Milieu Floral Cap Sleeve Fit And Flare,"A fit and flare dress featuring a V-neckline, fitted midsection, and a softly flared skirt. It has a covered button closure at the front and invisible side zip.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1229~101~1055~C46~MN,,,FPG1229~101~1055~C46~MN,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49303/large/fame-on-body-images-production_FPG1229_101_1055_C46_MN_370_original.jpg?1554769890,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Milieu Floral,female,Adult,FPG1229,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,FPG1230~101~1046~C115~CM,Monochrome Swirl Dot High Neck Open Back Dress,"A softly flared dress featuring a high neckline, low scooped back, and handkerchief hem. It has an invisible zipper closure at the back.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1230~101~1046~C115~CM,,,FPG1230~101~1046~C115~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49307/large/fame-on-body-images-production_FPG1230_101_1046_C115_CM_162_original.jpg?1554769890,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Monochrome Swirl Dot,female,Adult,FPG1230,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,FPG1231~1046~237~C17~MM,Monochrome Swirl Dot Scoop Back Fitted Dress,"A fitted dress featuring a low scoop neckline, and low scoop back. It has adjustable straps, and an invisible zipper closure at the back.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1231~1046~237~C17~MM,,,FPG1231~1046~237~C17~MM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49305/large/fame-on-body-images-production_FPG1231_1046_237_C17_MM_167_original.jpg?1554769891,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Monochrome Swirl Dot,female,Adult,FPG1231,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,FPG1232~101~1057~C117~FM,Nouveau Floral Sunset Sheer Panel Dress,"A softly fitted dress featuring a straight neckline with sheer panel at the top edge extending to the sides, an open back with thin criss-cross straps, and a softly flared skirt with godets at the front and back. It has an invisible zipper closure at the back.",329.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1232~101~1057~C117~FM,,,FPG1232~101~1057~C117~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49311/large/fame-on-body-images-production_FPG1232_101_1057_C117_FM_319_original.jpg?1554769891,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Nouveau Floral Sunset,female,Adult,FPG1232,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,FPG1233~101~1052~C119~CM,Soiree Atlantic Blue Side Button Slip Dress,"A loose slip dress featuring a low draped front neckline. It is a true wrap dress with a tie inside, and covered button closure on the outside.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1233~101~1052~C119~CM,,,FPG1233~101~1052~C119~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49309/large/fame-on-body-images-production_FPG1233_101_1052_C119_CM_502_original.jpg?1554769892,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Soiree Atlantic Blue,female,Adult,FPG1233,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,FPG1234~101~1021~AK,Atlantic Blue Knife Pleated Skirt,An A-line skirt featuring a wide waistband and knife pleats. It has an invisible zipper closure at the back.,229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1234~101~1021~AK,,,FPG1234~101~1021~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49315/large/fame-on-body-images-production_FPG1234_101_1021_AK_506_original.jpg?1554769895,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Atlantic Blue,female,Adult,FPG1234,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,FPG1235~1003~101~C121~HH,Black Pussy Bow Top,"A loose-fitting blouse featuring a pussy bow tie at the neck, stitch-release pleated bodice, and wide long sleeves.",179.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1235~1003~101~C121~HH,,,FPG1235~1003~101~C121~HH,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49313/large/fame-on-body-images-production_FPG1235_1003_101_C121_HH_511_original.jpg?1554769905,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Black,female,Adult,FPG1235,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,FPG1236~102~1024~FM,Dark Forest Kimono Sleeve Wrap Dress,"A loosely fitted dress featuring a V-neckline, kimono sleeves, and a full skirt. It is a true wrap dress with a tie closure at the front waist.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1236~102~1024~FM,,,FPG1236~102~1024~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49395/large/fame-on-body-images-production_FPG1236_102_1024_FM_572_original.jpg?1554767064,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Dark Forest,female,Adult,FPG1236,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,FPG1237~1003~102~FM,Black Long Sleeve Wrap Dress,"A fit and flare dress featuring a V-neckline, long slim sleeves, and a full skirt. It is a true wrap dress with a tie closure at the front waist.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1237~1003~102~FM,,,FPG1237~1003~102~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49394/large/fame-on-body-images-production_FPG1237_1003_102_FM_583_original.jpg?1554767065,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Black,female,Adult,FPG1237,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,FPG1238~1013~102~FM,Navy Gathered Open Back Wrap Dress,"A fully flared dress featuring a slightly gathered bodice with V-neckline, and open back with adjustable straps. It is a true wrap dress with a tie closure at the front waist.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1238~1013~102~FM,,,FPG1238~1013~102~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49400/large/fame-on-body-images-production_FPG1238_1013_102_FM_592_original.jpg?1554767222,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Navy,female,Adult,FPG1238,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,FPG1239~1019~102~FM,Wine Ruffle Front Wrap Dress,"A flared dress featuring a fitted V-neckline bodice with ruffle, and a closed back bodice. It is a true wrap dress with a tie closure at the front waist.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1239~1019~102~FM,,,FPG1239~1019~102~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49405/large/fame-on-body-images-production_FPG1239_1019_102_FM_605_original.jpg?1554767364,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Wine,female,Adult,FPG1239,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,FPG1241~101~1015~FM,Pale Blue Bluson Pleated Gown,"A full skirted gown featuring a loosely draped bodice with fitted underlay, fitted waist, and pleated skirt. It has an invisible zipper closure at the back.",319.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1241~101~1015~FM,,,FPG1241~101~1015~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49686/large/fame-on-body-images-production_FPG1241_101_1015_FM_1160_original.jpg?1554769062,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Pale Blue,female,Adult,FPG1241,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,FPG1242~1039~611~FM,Light Nude Flutter Sleeve Gown,"A fitted dress featuring a plunging V-neckline, open back, flutter sleeves, and mermaid flared skirt with center split. It has an invisible zipper closure at the back.",313.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1242~1039~611~FM,,,FPG1242~1039~611~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49685/large/fame-on-body-images-production_FPG1242_1039_611_FM_1167_original.jpg?1554768963,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Light Nude,female,Adult,FPG1242,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,FPG1243~1029~249~AK,Red Ochre Wrapped Skirt Set,"A two piece set featuring a cropped top with true wrap tie waist and adjustable straps, and a skirt with true wrap tie waist and gathered body.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1243~1029~249~AK,,,FPG1243~1029~249~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49760/large/fame-on-body-images-production_FPG1243_1029_249_AK_1447_original.jpg?1556281465,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Wrap,,,Red Ochre,female,Adult,FPG1243,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,FPG1244~1015~266~FP,Pale Blue Smocked Pant Set,"A two piece set featuring a cropped top with a smocked bodice and adjustable straps, and a wide leg pant with elastic smocked waist and side pockets.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1244~1015~266~FP,,,FPG1244~1015~266~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49766/large/fame-on-body-images-production_FPG1244_1015_266_FP_1454_original.jpg?1556281472,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Pale Blue,female,Adult,FPG1244,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,FPG1245~101~1121~CM,Dusty Lilac Smocked Tiered Set,"A two piece set featuring a cropped top with a smocked bodice and adjustable straps, and a slim skirt with elastic smocked panels and gathered tiers.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1245~101~1121~CM,,,FPG1245~101~1121~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49768/large/fame-on-body-images-production_FPG1245_101_1121_CM_1461_original.jpg?1556281509,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Dusty Lilac,female,Adult,FPG1245,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,FPG1246~1003~224~MN,Black Tight-Fit Long Sleeve Belted Dress,"A fitted dress featuring a sweetheart neckline, tapered long sleeves with button closure at the cuff, and separate fabric belt with fabric covered buckle. It has an invisible zipper closure at the back.",165.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1246~1003~224~MN,,,FPG1246~1003~224~MN,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49891/large/fame-on-body-images-production_FPG1246_1003_224_MN_1693_original.jpg?1556281513,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Black,female,Adult,FPG1246,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,FPG1250~101~1029~FM,Red Ochre Pleated Double Strap Dress,"A pleated dress with full skirt featuring a V-neckline, open sides, and double straps at the shoulder criss-crossed at the back. It has an invisible zipper closure at the back.",329.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1250~101~1029~FM,,,FPG1250~101~1029~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49402/large/fame-on-body-images-production_FPG1250_101_1029_FM_1077_original.jpg?1554767427,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Red Ochre,female,Adult,FPG1250,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,FPG1251~1004~101~AK,Champagne Wrapped Pleated Dress,"A pleated dress with full skirt featuring an overlapped V-neckline at the front, and a small cutout at the lower back. It has an invisible zipper closure at the side.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1251~1004~101~AK,,,FPG1251~1004~101~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49412/large/fame-on-body-images-production_FPG1251_1004_101_AK_789_original.jpg?1554767427,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Champagne,female,Adult,FPG1251,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,FPG1252~1001~107~FM,Ivory Draped Twist Back Dress,"A slim and slightly flared dress featuring an asymmetrical cowl neckline, twist straps at the back, and a high open split on the skirt. It has an invisible zipper closure at the back.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1252~1001~107~FM,,,FPG1252~1001~107~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49406/large/fame-on-body-images-production_FPG1252_1001_107_FM_615_original.jpg?1554767486,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Ivory,female,Adult,FPG1252,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,FPG1253~1024~107~FM,Dark Forest Blusoned Tie Waist Dress,"A fully flared dress featuring a loosely fitting bodice, fitted waist with separate tie, fitted yoke, and split to the front skirt. It has an invisible zipper closure at the back skirt, and hook and eye at the back bodice.",329.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1253~1024~107~FM,,,FPG1253~1024~107~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49407/large/fame-on-body-images-production_FPG1253_1024_107_FM_978_original.jpg?1554767511,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Dark Forest,female,Adult,FPG1253,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,FPG1254~1003~101~FM,Black Pleated Off Shoulder Dress,"A pleated dress with full skirt featuring a fitted sweetheart bodice, and off-shoulder band from front to back. It has an invisible zipper closure at the back.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1254~1003~101~FM,,,FPG1254~1003~101~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49413/large/fame-on-body-images-production_FPG1254_1003_101_FM_618_original.jpg?1554767513,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Black,female,Adult,FPG1254,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,FPG1255~102~1027~FM,Buttermilk Double Strap Mermaid Dress,"A fitted dress with mermaid flared skirt featuring a plunging V-neckline, cutouts to the side bodice, and double straps crossed at the back. It has an invisible zipper closure at the back skirt.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1255~102~1027~FM,,,FPG1255~102~1027~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49417/large/fame-on-body-images-production_FPG1255_102_1027_FM_629_original.jpg?1554767565,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Buttermilk,female,Adult,FPG1255,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,FPG1256~102~1024~FM,Dark Forest Tie Back Mermaid Dress,"A fitted dress with mermaid flared skirt featuring a triangle cup top, cutouts to the side bodice, and straps tied at the back. It has an invisible zipper closure at the back skirt.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1256~102~1024~FM,,,FPG1256~102~1024~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49418/large/fame-on-body-images-production_FPG1256_102_1024_FM_638_original.jpg?1554767569,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Dark Forest,female,Adult,FPG1256,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,FPG1257~1003~107~FM,Black Draped Twist Back Gown,"A fitted and flared dress featuring an asymmetrical cowl neckline, twist straps at the back, split on the front skirt, and a full train. It has an invisible zipper closure at the back.",349.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1257~1003~107~FM,,,FPG1257~1003~107~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49701/large/fame-on-body-images-production_FPG1257_1003_107_FM_649_original.jpg?1551935969,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Black,female,Adult,FPG1257,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,FPG1258~1003~106~FM,Black Scoop Neck Gown Set,"A two piece set featuring a fitted scoop neckline top with cap sleeves, and a fully flared skirt with center split. It has an invisible zipper closure at the back of the top, and an invisible zipper closure at the back skirt.",329.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1258~1003~106~FM,,,FPG1258~1003~106~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49422/large/fame-on-body-images-production_FPG1258_1003_106_FM_659_original.jpg?1554767654,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Black,female,Adult,FPG1258,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,FPG1259~1003~219~FM,Black Strapless Drop Waist Dress,"A fitted strapless dress featuring a sweetheart neckline bodice, and a gathered flared skirt with split. It has an invisible zipper closure at the back.",599.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1259~1003~219~FM,,,FPG1259~1003~219~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49425/large/fame-on-body-images-production_FPG1259_1003_219_FM_665_original.jpg?1554767661,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Black,female,Adult,FPG1259,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
